"cod_municipio","municipio","cod_uf","uf","regiao","ano","populacao","tipo_orgao_gestor","tem_plano","tem_conselho","tem_fundo","tem_lei_patrimonio","tem_cons_patrimonio","equip_biblioteca","equip_museu","equip_teatro","equip_cinema","gestor_sexo","gestor_idade","gestor_cor_raca","gestor_escolaridade","gestor_idade_num","gestor_faixa_etaria","gestor_cor_raca_limpa","gestor_grupo_raca","gestor_escolaridade_agrupada","plano_tem_lei","plano_participacao_soc","sec_educacao","sec_esporte","sec_turismo","cons_qtd_membros","cons_cap_continuada","cons_cap_eventual","cons_cap_nao_realiza","orcamento_perc_executado"
"5107198","Ribeirãozinho","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107198","Ribeirãozinho","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à chefia do Executivo","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Feminino","42",NA,"Ensino médio completo",42,"40 a 49 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107198","Ribeirãozinho","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Masculino","31","Branca","Especialização",31,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",10,"Não","Não","Sim",NA
"5107198","Ribeirãozinho","51","MT","Centro-Oeste",2021,2439,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Sim","Não","Não","Não","Masculino","34","Indígena","Especialização",34,"30 a 39 anos","Indígena","Amarela / Indígena","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Até 10%"
"5107206","Rio Branco","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107206","Rio Branco","51","MT","Centro-Oeste",2014,NA,"Secretaria exclusiva","Sim","Sim","Sim","Não","Não","Sim","Não","Não","Não","Masculino","59",NA,"Ensino médio completo",59,"50 a 59 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107206","Rio Branco","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","52","Branca","Especialização",52,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107206","Rio Branco","51","MT","Centro-Oeste",2021,5147,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Não","Sim","Não","Não","Não","Masculino","49","Branca","Ensino médio (2º Grau) completo",49,"40 a 49 anos","Branca","Brancos","Ensino Médio","Sim","Sim","Não","Sim","Não",8,"Não","Não","Sim","Até 10%"
"5107248","Santa Carmem","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107248","Santa Carmem","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à chefia do Executivo","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","53",NA,"Pós-graduação",53,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107248","Santa Carmem","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","57","Branca","Especialização",57,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107248","Santa Carmem","51","MT","Centro-Oeste",2021,4600,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","44","Branca","Especialização",44,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Mais de 90%"
"5107263","Santo Afonso","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Sim","Sim","Não","Não","Não",NA,NA,NA,"Ensino superior incompleto",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107263","Santo Afonso","51","MT","Centro-Oeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Masculino","46",NA,"Pós-graduação",46,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107263","Santo Afonso","51","MT","Centro-Oeste",2018,NA,"Secretaria exclusiva","Não","Sim","Não","Não","Não","-","-","-","-","Feminino","32","Branca","Ensino médio (2º Grau) completo",32,"30 a 39 anos","Branca","Brancos","Ensino Médio","Não","Não","Não","Não","Não",10,"Não","Não","Sim",NA
"5107263","Santo Afonso","51","MT","Centro-Oeste",2021,3164,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Feminino","52","Branca","Especialização",52,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"5107297","São José do Povo","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107297","São José do Povo","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Feminino","74",NA,"Ensino fundamental incompleto",74,"60 anos ou mais",NA,NA,"Ensino Fundamental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107297","São José do Povo","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","-","-","-","-","Feminino","39","Branca","Ensino superior completo",39,"30 a 39 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",10,"Não","Não","Sim",NA
"5107297","São José do Povo","51","MT","Centro-Oeste",2021,4102,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Sim","Sim","Não","Não","Não","Masculino","30","Branca","Mestrado",30,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",10,"Não","Sim","Não","Até 10%"
"5107305","São José do Rio Claro","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107305","São José do Rio Claro","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Feminino","53",NA,"Ensino superior completo",53,"50 a 59 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107305","São José do Rio Claro","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","-","-","-","-","Feminino","47","Parda","Especialização",47,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",12,"Não","Não","Sim",NA
"5107305","São José do Rio Claro","51","MT","Centro-Oeste",2021,21351,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Sim","Não","Não","Não","Feminino","38","Branca","Especialização",38,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",18,"Não","Sim","Não","11% a 20%"
"5107354","São José do Xingu","51","MT","Centro-Oeste",2006,NA,"Setor subordinado a outra secretaria","Sim","Sim","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino médio (2º Grau) completo",NA,NA,NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107354","São José do Xingu","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","34",NA,"Pós-graduação",34,"30 a 39 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107354","São José do Xingu","51","MT","Centro-Oeste",2018,NA,"Não possui estrutura","Não","Não","Não","Não","Não","-","-","-","-","-","-","-","-",NA,NA,NA,NA,"Sem Informação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107354","São José do Xingu","51","MT","Centro-Oeste",2021,5646,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","45","Preta","Especialização",45,"40 a 49 anos","Preta","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","0%"
"5107404","São Pedro da Cipa","51","MT","Centro-Oeste",2006,NA,"Setor subordinado a outra secretaria","Não","Sim","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Ensino fundamental (1º Grau) completo",NA,NA,NA,NA,"Ensino Fundamental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107404","São Pedro da Cipa","51","MT","Centro-Oeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Não","Não","Não","Masculino","42",NA,"Pós-graduação",42,"40 a 49 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107404","São Pedro da Cipa","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Feminino","45","Preta","Especialização",45,"40 a 49 anos","Preta","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",0,"Não","Não","Sim",NA
"5107404","São Pedro da Cipa","51","MT","Centro-Oeste",2021,4823,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Masculino","45","Preta","Especialização",45,"40 a 49 anos","Preta","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"5107578","Rondolândia","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Ensino superior incompleto",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107578","Rondolândia","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","31",NA,"Ensino superior incompleto",31,"30 a 39 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107578","Rondolândia","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","53","Branca","Especialização",53,"50 a 59 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107578","Rondolândia","51","MT","Centro-Oeste",2021,4069,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","46","Branca","Ensino superior incompleto",46,"40 a 49 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","11% a 20%"
"5107602","Rondonópolis","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107602","Rondonópolis","51","MT","Centro-Oeste",2014,NA,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Masculino","37",NA,"Pós-graduação",37,"30 a 39 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107602","Rondonópolis","51","MT","Centro-Oeste",2018,NA,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Não","Masculino","58","Branca","Ensino superior incompleto",58,"50 a 59 anos","Branca","Brancos","Ensino Superior","Sim","Sim","Não","Sim","Sim",7,"Não","Sim","Não",NA
"5107602","Rondonópolis","51","MT","Centro-Oeste",2021,239613,"Secretaria exclusiva","Sim","Sim","Sim","Sim","Não","Sim","Sim","Não","Sim","Masculino","45","Branca","Ensino superior completo",45,"40 a 49 anos","Branca","Brancos","Ensino Superior","Sim","Sim","Não","Sim","Sim",14,"Não","Sim","Não","Até 10%"
"5107701","Rosário Oeste","51","MT","Centro-Oeste",2006,NA,"Setor subordinado a outra secretaria","Não","Sim","Não","Não","Não","Sim","Sim","Não","Sim",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107701","Rosário Oeste","51","MT","Centro-Oeste",2014,NA,"Secretaria exclusiva","Não","Sim","Não","Não","Não","Sim","Sim","Não","Não","Masculino","38",NA,"Ensino médio incompleto",38,"30 a 39 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107701","Rosário Oeste","51","MT","Centro-Oeste",2018,NA,"Órgão da administração indireta","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","34","Parda","Ensino superior completo",34,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107701","Rosário Oeste","51","MT","Centro-Oeste",2021,16999,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Sim","Sim","Não","Sim","Masculino","48","Parda","Ensino médio (2º Grau) completo",48,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Ensino Médio","Não","Não","Não","Não","Não",14,"Não","Não","Sim","Sem Informação"
"5107743","Santa Cruz do Xingu","51","MT","Centro-Oeste",2006,NA,"Não possui estrutura específica","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Não aplicável",NA,NA,NA,NA,"Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107743","Santa Cruz do Xingu","51","MT","Centro-Oeste",2014,NA,"Secretaria em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","44",NA,"Ensino médio completo",44,"40 a 49 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107743","Santa Cruz do Xingu","51","MT","Centro-Oeste",2018,NA,"Não possui estrutura","Não","Não","Não","Não","Não","-","-","-","-","-","-","-","-",NA,NA,NA,NA,"Sem Informação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107743","Santa Cruz do Xingu","51","MT","Centro-Oeste",2021,2700,"Setor subordinado diretamente  à chefia do Executivo","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","41","Parda","Ensino superior completo",41,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"5107750","Salto do Céu","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107750","Salto do Céu","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","49",NA,"Ensino médio completo",49,"40 a 49 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107750","Salto do Céu","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Feminino","46","Parda","Especialização",46,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107750","Salto do Céu","51","MT","Centro-Oeste",2021,3226,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","46","Branca","Especialização",46,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"5107768","Santa Rita do Trivelato","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino médio (2º Grau) completo",NA,NA,NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107768","Santa Rita do Trivelato","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Masculino","28",NA,"Pós-graduação",28,"Até 29 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107768","Santa Rita do Trivelato","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Não","Não","-","-","-","-","Masculino","38","Parda","Mestrado",38,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",9,"Não","Não","Sim",NA
"5107768","Santa Rita do Trivelato","51","MT","Centro-Oeste",2021,3602,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Sim","Não","Não","Não","Masculino","41","Parda","Mestrado",41,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",16,"Não","Não","Sim","Até 10%"
"5107776","Santa Terezinha","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Não","Não","Não","Não",NA,NA,NA,"Ensino superior incompleto",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107776","Santa Terezinha","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Sim","Não","Não","Não","Sim","Não","Não","Não","Feminino","58",NA,"Ensino superior incompleto",58,"50 a 59 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107776","Santa Terezinha","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Sim","Não","Não","-","-","-","-","Feminino","55","Branca","Ensino superior completo",55,"50 a 59 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107776","Santa Terezinha","51","MT","Centro-Oeste",2021,8547,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Não","Não","Não","Não","Não","Feminino","50","Parda","Especialização",50,"50 a 59 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","Sem Informação"
"5107792","Santo Antônio do Leste","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107792","Santo Antônio do Leste","51","MT","Centro-Oeste",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","34",NA,"Pós-graduação",34,"30 a 39 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107792","Santo Antônio do Leste","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Feminino","38","Branca","Especialização",38,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107792","Santo Antônio do Leste","51","MT","Centro-Oeste",2021,5459,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","42","Parda","Especialização",42,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não","0%"
"5107800","Santo Antônio do Leverger","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Sim","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107800","Santo Antônio do Leverger","51","MT","Centro-Oeste",2014,NA,"Secretaria exclusiva","Não","Não","Não","Não","Não","Não","Sim","Sim","Não","Masculino","Não soube informar",NA,"Ensino superior incompleto",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107800","Santo Antônio do Leverger","51","MT","Centro-Oeste",2018,NA,"Secretaria exclusiva","Não","Não","Não","Sim","Não","Não","Sim","Não","Não","Masculino","37","Branca","Ensino superior completo",37,"30 a 39 anos","Branca","Brancos","Ensino Superior","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107800","Santo Antônio do Leverger","51","MT","Centro-Oeste",2021,17188,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Sim","Não","Sim","Não","Masculino","52","Parda","Especialização",52,"50 a 59 anos","Parda","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",12,"Sim","Não","Não","Mais de 90%"
"5107859","São Félix do Araguaia","51","MT","Centro-Oeste",2006,NA,"Setor subordinado a outra secretaria","Não","Não","Não","Sim","Não","Sim","Sim","Não","Não",NA,NA,NA,"Ensino superior completo",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107859","São Félix do Araguaia","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Sim","Não","Não","Não","Sim","Sim","Não","Não","Feminino","55",NA,"Pós-graduação",55,"50 a 59 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107859","São Félix do Araguaia","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Não","Sim","Sim","Não","Sim","Não","Não","Feminino","42","Branca","Especialização",42,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Sim","Sim","Sim","Sim","Não",18,"Não","Não","Sim",NA
"5107859","São Félix do Araguaia","51","MT","Centro-Oeste",2021,11934,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Sim","Sim","Sim","Sim","Não","Não","Masculino","48","Parda","Ensino superior completo",48,"40 a 49 anos","Parda","Negros (Pretos e Pardos)","Ensino Superior","Sim","Sim","Sim","Sim","Sim",18,"Não","Não","Sim","Sem Informação"
"5107875","Sapezal","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Não","Sim","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Pós-graduação",NA,NA,NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107875","Sapezal","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Sim","Sim","Sim","Não","Não","Sim","Sim","Não","Não","Feminino","38",NA,"Pós-graduação",38,"30 a 39 anos",NA,NA,"Pós-Graduação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107875","Sapezal","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Sim","Sim","Não","Não","Feminino","46","Branca","Especialização",46,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",18,"Não","Não","Sim",NA
"5107875","Sapezal","51","MT","Centro-Oeste",2021,27485,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Sim","Não","Não","Sim","Sim","Não","Não","Feminino","49","Branca","Especialização",49,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",6,"Não","Sim","Não","71% a 80%"
"5107883","Serra Nova Dourada","51","MT","Centro-Oeste",2006,NA,"Setor subordinado a outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não",NA,NA,NA,"Ensino médio (2º Grau) completo",NA,NA,NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107883","Serra Nova Dourada","51","MT","Centro-Oeste",2014,NA,"Setor subordinado à outra secretaria","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Feminino","49",NA,"Ensino médio completo",49,"40 a 49 anos",NA,NA,"Ensino Médio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107883","Serra Nova Dourada","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Não","Não","Não","Não","-","-","-","-","Feminino","33","Preta","Especialização",33,"30 a 39 anos","Preta","Negros (Pretos e Pardos)","Pós-Graduação","Não","Não","Não","Não","Não",NA,"Não","Não","Não",NA
"5107883","Serra Nova Dourada","51","MT","Centro-Oeste",2021,1705,"Setor subordinado diretamente  à chefia do Executivo","Não","Não","Não","Não","Não","Sim","Não","Não","Não","Masculino","36","Parda","Ensino médio (2º Grau) completo",36,"30 a 39 anos","Parda","Negros (Pretos e Pardos)","Ensino Médio","Não","Não","Não","Não","Não",NA,"Não","Não","Não","51% a 60%"
"5107909","Sinop","51","MT","Centro-Oeste",2006,NA,"Secretaria municipal em conjunto com outras políticas","Sim","Sim","Não","Não","Não","Sim","Não","Sim","Sim",NA,NA,NA,"Ensino superior incompleto",NA,NA,NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107909","Sinop","51","MT","Centro-Oeste",2014,NA,"Secretaria exclusiva","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Feminino","40",NA,"Ensino superior incompleto",40,"40 a 49 anos",NA,NA,"Ensino Superior",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5107909","Sinop","51","MT","Centro-Oeste",2018,NA,"Secretaria em conjunto com outras políticas setoriais","Não","Sim","Não","Sim","Não","Sim","Sim","Sim","Sim","Masculino","35","Branca","Especialização",35,"30 a 39 anos","Branca","Brancos","Pós-Graduação","Não","Não","Não","Não","Não",20,"Não","Sim","Não",NA
"5107909","Sinop","51","MT","Centro-Oeste",2021,148960,"Secretaria em conjunto com outras políticas setoriais","Sim","Sim","Sim","Sim","Não","Sim","Sim","Sim","Sim","Feminino","44","Branca","Mestrado",44,"40 a 49 anos","Branca","Brancos","Pós-Graduação","Sim","Sim","Sim","Não","Sim",20,"Não","Sim","Não","Sem Informação"
